cpu_usage,memory_usage,disk_usage,process_count,threat
57,70,90,192,Normal
20,34,58,389,Suspicious
42,69,80,61,Normal
37,86,74,447,Suspicious
66,64,91,313,Suspicious
33,89,98,443,Suspicious
66,11,97,189,Normal
67,78,68,193,Suspicious
55,23,88,482,Suspicious
29,90,45,121,Suspicious
78,83,82,435,Suspicious
88,80,25,301,Suspicious
25,33,76,122,Normal
98,28,26,527,Suspicious
70,24,48,224,Normal
26,74,99,425,Suspicious
2,25,36,509,Suspicious
92,43,85,475,Suspicious
16,67,66,542,Suspicious
8,89,84,244,Suspicious
7,15,78,98,Normal
31,83,29,515,Suspicious
8,32,56,181,Normal
15,53,54,155,Normal
27,59,96,281,Normal
83,54,95,152,Suspicious
76,91,73,64,Suspicious
16,19,93,593,Suspicious
100,68,82,244,Suspicious
97,11,73,367,Suspicious
44,13,37,598,Suspicious
46,44,48,450,Suspicious
13,64,86,53,Normal
12,51,91,550,Suspicious
9,41,82,365,Suspicious
80,99,58,565,Suspicious
59,38,75,530,Suspicious
27,56,54,425,Suspicious
98,81,63,547,Suspicious
34,40,47,296,Normal
97,91,49,590,Malware
63,91,76,112,Suspicious
62,69,75,481,Suspicious
88,11,100,257,Suspicious
99,96,90,311,Suspicious
38,55,48,303,Suspicious
45,71,87,115,Normal
28,43,96,79,Normal
100,81,65,396,Suspicious
86,98,89,258,Suspicious
22,82,90,154,Suspicious
44,76,87,364,Suspicious
64,91,88,276,Suspicious
7,25,46,383,Suspicious
38,22,20,330,Suspicious
8,89,81,572,Suspicious
17,35,31,121,Normal
5,22,42,273,Normal
64,30,29,347,Suspicious
82,77,28,419,Suspicious
47,20,45,162,Normal
95,27,74,486,Suspicious
87,20,36,325,Suspicious
100,23,90,518,Suspicious
68,52,44,507,Suspicious
45,33,92,328,Suspicious
84,94,35,513,Suspicious
76,16,56,481,Suspicious
27,11,100,288,Normal
88,96,80,587,Suspicious
42,84,68,215,Suspicious
58,90,77,56,Suspicious
34,17,50,543,Suspicious
93,61,29,223,Suspicious
56,54,83,202,Normal
10,69,36,312,Suspicious
71,83,51,494,Suspicious
21,27,83,166,Normal
51,25,21,488,Suspicious
32,42,36,577,Suspicious
64,75,76,201,Normal
64,44,59,54,Normal
38,83,21,336,Suspicious
49,62,76,456,Suspicious
83,90,79,131,Suspicious
93,48,28,220,Suspicious
63,21,74,582,Suspicious
44,27,52,463,Suspicious
90,19,96,216,Suspicious
56,40,38,464,Suspicious
7,79,59,544,Suspicious
89,22,77,68,Suspicious
44,29,87,472,Suspicious
46,84,31,277,Suspicious
86,41,67,312,Suspicious
23,30,43,304,Suspicious
94,15,28,521,Suspicious
16,24,77,286,Normal
6,80,99,551,Suspicious
50,85,69,364,Suspicious
46,90,90,127,Suspicious
23,82,93,166,Suspicious
30,45,67,599,Suspicious
7,99,20,171,Suspicious
72,49,87,562,Suspicious
93,94,69,393,Suspicious
9,91,46,363,Suspicious
83,79,59,568,Suspicious
44,44,39,449,Suspicious
89,62,94,205,Suspicious
69,11,73,235,Normal
70,41,51,277,Normal
89,84,31,553,Suspicious
51,27,90,557,Suspicious
70,71,63,221,Normal
17,64,21,336,Suspicious
92,26,63,159,Suspicious
60,21,73,375,Suspicious
53,72,71,71,Normal
46,50,91,76,Normal
19,23,87,404,Suspicious
56,46,44,362,Suspicious
44,11,45,449,Suspicious
79,70,27,449,Suspicious
76,27,26,158,Suspicious
79,21,43,529,Suspicious
20,25,23,93,Normal
75,31,83,485,Suspicious
48,42,32,546,Suspicious
26,18,68,568,Suspicious
33,37,71,74,Normal
46,26,68,196,Normal
17,23,50,133,Normal
55,72,82,58,Normal
90,68,49,221,Suspicious
36,23,90,526,Suspicious
26,55,63,373,Suspicious
15,61,33,232,Normal
88,92,21,347,Suspicious
62,74,93,192,Normal
69,57,58,594,Suspicious
3,92,58,338,Suspicious
45,69,79,553,Suspicious
75,92,62,411,Suspicious
86,50,48,391,Suspicious
86,34,35,512,Suspicious
84,47,46,219,Suspicious
100,92,45,373,Suspicious
25,67,100,477,Suspicious
26,27,52,582,Suspicious
92,49,99,423,Suspicious
9,21,99,238,Normal
76,70,40,290,Suspicious
74,63,29,246,Normal
80,23,61,465,Suspicious
6,94,97,246,Suspicious
3,71,75,65,Normal
10,51,96,573,Suspicious
70,14,58,512,Suspicious
71,79,25,156,Suspicious
20,28,78,60,Normal
96,33,34,327,Suspicious
38,22,53,466,Suspicious
88,50,50,436,Suspicious
77,56,40,409,Suspicious
96,31,48,513,Suspicious
26,18,96,200,Normal
41,99,63,500,Suspicious
77,85,52,174,Suspicious
29,37,73,597,Suspicious
25,96,95,398,Suspicious
10,44,81,588,Suspicious
66,12,49,151,Normal
69,66,61,373,Suspicious
61,49,95,91,Normal
93,17,60,71,Suspicious
38,88,65,260,Suspicious
63,36,20,296,Normal
24,52,78,101,Normal
84,64,54,57,Suspicious
46,27,65,496,Suspicious
86,13,76,317,Suspicious
87,89,64,551,Suspicious
83,32,74,569,Suspicious
54,86,92,218,Suspicious
53,26,63,102,Normal
55,17,77,391,Suspicious
58,12,48,216,Normal
46,95,85,433,Suspicious
18,38,45,317,Suspicious
40,45,76,434,Suspicious
89,66,61,298,Suspicious
80,74,85,341,Suspicious
1,25,28,208,Normal
62,92,85,563,Suspicious
51,67,37,215,Normal
77,95,70,499,Suspicious
9,96,59,468,Suspicious
64,28,71,93,Normal
22,14,62,334,Suspicious
85,12,26,364,Suspicious
14,15,32,348,Suspicious
45,61,87,548,Suspicious
18,48,34,94,Normal
35,32,22,128,Normal
87,24,63,276,Suspicious
34,19,63,412,Suspicious
89,74,67,219,Suspicious
59,12,43,88,Normal
41,11,36,200,Normal
51,19,32,307,Suspicious
82,41,23,291,Suspicious
67,82,35,243,Suspicious
97,43,40,142,Suspicious
14,17,93,552,Suspicious
69,24,32,359,Suspicious
87,32,38,249,Suspicious
10,35,46,359,Suspicious
27,31,24,286,Normal
69,38,93,489,Suspicious
73,25,42,579,Suspicious
74,48,41,289,Normal
58,74,55,189,Normal
89,93,49,519,Suspicious
63,39,20,224,Normal
100,100,67,468,Malware
78,90,69,377,Suspicious
33,100,91,373,Suspicious
96,20,32,384,Suspicious
88,20,39,145,Suspicious
22,38,72,361,Suspicious
6,71,48,223,Normal
6,66,99,549,Suspicious
1,75,58,512,Suspicious
19,24,45,539,Suspicious
8,51,66,226,Normal
22,58,74,303,Suspicious
94,29,84,522,Suspicious
92,34,86,270,Suspicious
98,82,24,294,Suspicious
67,74,95,464,Suspicious
79,25,60,499,Suspicious
81,95,48,486,Suspicious
15,64,61,424,Suspicious
25,33,42,100,Normal
59,68,29,398,Suspicious
76,33,71,100,Suspicious
40,31,64,464,Suspicious
88,17,61,81,Suspicious
25,27,23,436,Suspicious
50,84,98,216,Suspicious
51,87,89,105,Suspicious
26,10,96,494,Suspicious
12,39,77,56,Normal
26,77,77,461,Suspicious
40,61,94,586,Suspicious
98,32,30,195,Suspicious
48,49,39,495,Suspicious
94,45,91,381,Suspicious
74,82,52,490,Suspicious
37,78,77,428,Suspicious
91,23,67,497,Suspicious
71,71,46,185,Normal
58,10,24,535,Suspicious
2,10,35,201,Normal
49,72,46,110,Normal
60,61,77,117,Normal
75,37,30,353,Suspicious
33,42,92,326,Suspicious
29,84,57,589,Suspicious
2,67,88,462,Suspicious
2,82,97,548,Suspicious
94,52,54,282,Suspicious
69,99,53,64,Suspicious
60,11,92,588,Suspicious
8,71,85,251,Normal
96,45,62,107,Suspicious
24,41,31,96,Normal
88,48,41,398,Suspicious
47,22,40,97,Normal
82,46,32,375,Suspicious
23,89,84,209,Suspicious
62,11,88,569,Suspicious
3,77,70,472,Suspicious
39,17,76,244,Normal
99,100,93,378,Suspicious
92,55,60,578,Suspicious
20,84,37,139,Suspicious
47,86,90,322,Suspicious
80,56,25,403,Suspicious
88,46,60,490,Suspicious
51,51,78,245,Normal
13,76,69,509,Suspicious
43,37,84,441,Suspicious
93,99,50,428,Suspicious
76,37,29,511,Suspicious
86,41,80,108,Suspicious
30,46,51,351,Suspicious
3,44,65,578,Suspicious
66,28,71,388,Suspicious
99,22,98,494,Suspicious
47,89,27,70,Suspicious
93,61,32,550,Suspicious
90,41,88,151,Suspicious
70,84,46,485,Suspicious
31,96,97,338,Suspicious
70,74,96,590,Suspicious
48,41,26,178,Normal
59,40,45,75,Normal
26,93,59,580,Suspicious
77,98,28,54,Suspicious
48,97,39,76,Suspicious
67,57,30,569,Suspicious
19,93,81,584,Suspicious
93,40,57,586,Suspicious
10,25,66,160,Normal
43,20,42,93,Normal
59,24,88,380,Suspicious
6,64,54,180,Normal
6,19,60,156,Normal
91,72,82,110,Suspicious
55,11,26,384,Suspicious
48,53,36,442,Suspicious
2,92,43,415,Suspicious
30,48,24,262,Normal
44,49,48,234,Normal
78,66,43,380,Suspicious
53,29,90,352,Suspicious
70,65,77,182,Normal
56,72,77,427,Suspicious
90,45,74,521,Suspicious
78,47,32,107,Suspicious
54,31,33,361,Suspicious
9,94,78,375,Suspicious
54,28,79,92,Normal
50,96,32,56,Suspicious
97,27,49,523,Suspicious
18,12,54,264,Normal
81,59,92,417,Suspicious
39,38,54,588,Suspicious
67,57,37,532,Suspicious
90,95,89,98,Suspicious
51,56,85,157,Normal
29,25,26,521,Suspicious
31,73,92,157,Normal
62,58,93,248,Normal
91,87,63,219,Suspicious
22,12,25,589,Suspicious
98,37,27,136,Suspicious
46,16,58,486,Suspicious
36,41,66,219,Normal
2,86,65,479,Suspicious
92,13,29,427,Suspicious
48,94,59,190,Suspicious
83,45,75,467,Suspicious
73,16,54,207,Normal
20,27,94,462,Suspicious
7,63,76,406,Suspicious
96,57,99,436,Suspicious
44,98,64,522,Suspicious
83,78,99,192,Suspicious
56,24,81,80,Normal
40,95,79,402,Suspicious
20,41,93,239,Normal
59,12,36,544,Suspicious
18,56,95,359,Suspicious
55,49,84,537,Suspicious
52,24,36,297,Normal
67,44,70,297,Normal
58,52,55,347,Suspicious
38,85,54,415,Suspicious
83,38,75,52,Suspicious
68,91,99,584,Suspicious
32,24,29,263,Normal
52,15,31,506,Suspicious
43,56,46,435,Suspicious
84,94,82,111,Suspicious
71,24,48,579,Suspicious
90,10,45,143,Suspicious
12,83,99,104,Suspicious
84,49,57,359,Suspicious
60,11,67,435,Suspicious
87,94,88,523,Suspicious
24,52,20,335,Suspicious
31,70,95,141,Normal
90,81,95,407,Suspicious
19,64,84,235,Normal
8,80,49,251,Suspicious
83,74,95,257,Suspicious
19,12,80,451,Suspicious
94,18,100,327,Suspicious
75,74,52,96,Normal
29,44,38,264,Normal
66,66,80,523,Suspicious
54,55,91,589,Suspicious
41,72,53,545,Suspicious
40,67,66,103,Normal
8,76,34,257,Suspicious
33,45,92,354,Suspicious
87,19,65,130,Suspicious
64,97,55,536,Suspicious
36,54,28,237,Normal
15,12,82,211,Normal
21,33,90,403,Suspicious
35,60,45,308,Suspicious
100,37,23,419,Suspicious
84,27,99,416,Suspicious
52,79,68,195,Suspicious
23,83,39,377,Suspicious
11,98,27,326,Suspicious
77,26,48,537,Suspicious
30,55,87,545,Suspicious
76,62,87,99,Suspicious
37,34,93,379,Suspicious
21,90,96,447,Suspicious
17,82,38,140,Suspicious
29,77,62,358,Suspicious
86,89,60,169,Suspicious
23,53,80,473,Suspicious
85,59,57,441,Suspicious
12,46,88,107,Normal
51,77,28,409,Suspicious
70,38,51,370,Suspicious
60,74,94,91,Normal
58,91,79,330,Suspicious
75,58,61,246,Normal
44,74,82,346,Suspicious
12,68,45,492,Suspicious
70,94,53,82,Suspicious
33,64,67,506,Suspicious
63,26,90,281,Normal
97,45,31,98,Suspicious
51,87,32,319,Suspicious
2,70,59,514,Suspicious
35,16,42,338,Suspicious
58,22,21,180,Normal
97,83,81,431,Suspicious
78,83,65,354,Suspicious
56,41,97,429,Suspicious
73,54,72,267,Normal
93,49,31,168,Suspicious
41,70,32,278,Normal
39,14,67,411,Suspicious
96,79,30,525,Suspicious
71,79,20,250,Suspicious
84,64,52,405,Suspicious
30,94,26,527,Suspicious
23,42,99,593,Suspicious
88,58,44,588,Suspicious
17,73,76,458,Suspicious
97,64,30,152,Suspicious
97,41,45,411,Suspicious
7,68,76,594,Suspicious
7,32,99,384,Suspicious
34,94,62,483,Suspicious
24,70,70,436,Suspicious
79,85,91,597,Suspicious
65,25,26,443,Suspicious
1,43,79,368,Suspicious
12,96,90,595,Suspicious
60,54,40,343,Suspicious
81,80,43,89,Suspicious
64,78,35,511,Suspicious
2,73,99,164,Normal
34,73,47,189,Normal
36,92,46,84,Suspicious
60,20,30,179,Normal
45,84,38,334,Suspicious
4,12,83,74,Normal
88,76,87,116,Suspicious
84,33,61,97,Suspicious
9,28,58,212,Normal
25,73,73,556,Suspicious
68,73,51,359,Suspicious
6,16,84,491,Suspicious
39,19,76,366,Suspicious
83,11,55,399,Suspicious
23,75,61,257,Normal
85,21,24,220,Suspicious
73,66,56,228,Normal
70,54,43,338,Suspicious
67,19,55,340,Suspicious
39,58,77,438,Suspicious
57,81,69,209,Suspicious
13,32,54,439,Suspicious
56,13,51,520,Suspicious
39,67,75,417,Suspicious
95,28,25,472,Suspicious
88,86,46,564,Suspicious
94,55,30,390,Suspicious
15,17,25,287,Normal
74,85,55,120,Suspicious
57,97,76,461,Suspicious
40,15,48,440,Suspicious
85,69,38,440,Suspicious
11,60,91,95,Normal
6,59,32,77,Normal
62,63,87,257,Normal
52,77,32,345,Suspicious
3,61,98,191,Normal
5,48,98,133,Normal
60,41,60,363,Suspicious
30,57,26,236,Normal
83,33,83,235,Suspicious
20,14,27,317,Suspicious
39,79,76,518,Suspicious
90,19,70,403,Suspicious
56,54,24,480,Suspicious
52,94,94,340,Suspicious
89,81,71,118,Suspicious
32,91,53,537,Suspicious
59,80,35,306,Suspicious
12,46,41,352,Suspicious
82,59,46,390,Suspicious
71,49,61,551,Suspicious
60,38,30,302,Suspicious
36,54,95,430,Suspicious
24,26,23,257,Normal
52,30,32,143,Normal
52,12,83,321,Suspicious
4,15,98,355,Suspicious
10,41,28,129,Normal
35,13,36,123,Normal
20,63,57,150,Normal
94,99,53,148,Suspicious
98,54,83,52,Suspicious
69,29,72,547,Suspicious
12,24,21,112,Normal
82,50,100,390,Suspicious
29,70,38,369,Suspicious
54,61,80,436,Suspicious
92,17,76,456,Suspicious
82,74,28,461,Suspicious
23,33,85,494,Suspicious
12,81,46,207,Suspicious
45,69,96,103,Normal
66,28,52,160,Normal
58,96,44,546,Suspicious
6,18,44,514,Suspicious
93,55,86,567,Suspicious
69,56,54,193,Normal
5,57,82,495,Suspicious
24,44,78,532,Suspicious
18,35,65,198,Normal
62,57,67,120,Normal
38,44,51,264,Normal
7,10,44,127,Normal
65,95,70,205,Suspicious
19,99,70,447,Suspicious
81,26,97,267,Suspicious
89,15,69,373,Suspicious
5,34,82,120,Normal
54,51,53,329,Suspicious
10,79,91,149,Suspicious
20,12,77,210,Normal
5,97,100,325,Suspicious
38,11,72,112,Normal
57,39,45,140,Normal
63,68,72,397,Suspicious
88,81,86,600,Suspicious
96,18,47,157,Suspicious
38,91,78,369,Suspicious
23,11,41,318,Suspicious
49,20,26,327,Suspicious
80,94,62,421,Suspicious
49,91,82,542,Suspicious
82,31,50,303,Suspicious
9,34,31,316,Suspicious
94,82,66,585,Suspicious
13,26,33,307,Suspicious
91,89,100,244,Suspicious
23,57,38,260,Normal
30,28,89,157,Normal
92,46,38,537,Suspicious
57,23,59,510,Suspicious
98,53,73,566,Suspicious
68,11,82,155,Normal
64,29,70,52,Normal
35,52,98,586,Suspicious
56,42,89,274,Normal
2,31,72,364,Suspicious
30,78,86,547,Suspicious
75,20,85,559,Suspicious
63,53,72,321,Suspicious
2,91,27,286,Suspicious
68,91,31,380,Suspicious
92,22,79,597,Suspicious
80,40,28,133,Suspicious
63,35,59,455,Suspicious
42,75,60,363,Suspicious
86,52,31,561,Suspicious
8,49,29,553,Suspicious
78,29,41,200,Suspicious
70,59,51,583,Suspicious
35,62,27,578,Suspicious
31,43,49,228,Normal
10,37,86,432,Suspicious
4,18,37,382,Suspicious
48,88,89,129,Suspicious
85,76,53,596,Suspicious
75,46,89,282,Normal
55,40,81,68,Normal
4,96,26,145,Suspicious
45,75,99,331,Suspicious
98,32,35,158,Suspicious
37,91,97,512,Suspicious
23,28,75,455,Suspicious
52,30,92,313,Suspicious
65,40,76,256,Normal
97,70,49,384,Suspicious
75,86,92,447,Suspicious
57,58,64,198,Normal
9,65,55,514,Suspicious
53,93,94,405,Suspicious
92,15,69,377,Suspicious
88,38,20,176,Suspicious
46,53,33,434,Suspicious
84,72,77,233,Suspicious
96,82,20,579,Suspicious
97,92,92,301,Suspicious
43,76,96,323,Suspicious
100,92,94,544,Malware
3,57,62,485,Suspicious
92,48,99,523,Suspicious
40,74,92,76,Normal
27,55,52,57,Normal
84,18,39,512,Suspicious
1,65,49,452,Suspicious
21,30,63,497,Suspicious
75,98,52,506,Suspicious
55,99,40,123,Suspicious
6,45,99,96,Normal
8,33,91,116,Normal
97,63,87,104,Suspicious
59,55,64,93,Normal
60,32,24,248,Normal
71,26,40,395,Suspicious
44,81,78,154,Suspicious
23,75,97,55,Normal
48,82,94,63,Suspicious
59,89,93,559,Suspicious
77,17,85,372,Suspicious
49,90,89,556,Suspicious
59,75,74,592,Suspicious
97,99,69,245,Suspicious
63,37,98,201,Normal
27,74,59,357,Suspicious
51,45,58,380,Suspicious
41,67,60,483,Suspicious
2,21,45,457,Suspicious
32,39,61,181,Normal
5,92,81,346,Suspicious
85,14,36,529,Suspicious
46,64,72,164,Normal
60,90,88,535,Suspicious
77,87,29,445,Suspicious
80,17,95,198,Suspicious
83,95,91,600,Suspicious
51,51,56,330,Suspicious
91,67,48,500,Suspicious
60,65,59,163,Normal
98,96,97,139,Suspicious
1,66,71,426,Suspicious
45,75,71,462,Suspicious
98,60,70,295,Suspicious
23,77,60,66,Suspicious
97,15,36,156,Suspicious
9,32,42,487,Suspicious
11,98,28,60,Suspicious
13,33,92,435,Suspicious
21,76,79,193,Suspicious
12,85,60,460,Suspicious
6,27,38,369,Suspicious
25,32,61,413,Suspicious
38,43,45,71,Normal
44,44,89,136,Normal
3,59,47,507,Suspicious
29,14,40,193,Normal
78,54,49,302,Suspicious
29,83,86,309,Suspicious
91,33,27,156,Suspicious
3,13,68,508,Suspicious
36,22,81,477,Suspicious
79,67,88,343,Suspicious
95,66,28,469,Suspicious
24,37,65,510,Suspicious
93,32,41,251,Suspicious
30,15,27,470,Suspicious
74,55,90,376,Suspicious
68,84,30,130,Suspicious
6,95,37,64,Suspicious
61,32,56,508,Suspicious
10,92,88,480,Suspicious
77,67,64,300,Suspicious
44,45,50,358,Suspicious
97,50,64,311,Suspicious
28,31,32,176,Normal
50,20,32,303,Suspicious
32,78,43,162,Suspicious
4,56,22,274,Normal
63,59,32,599,Suspicious
32,18,62,331,Suspicious
82,30,92,107,Suspicious
44,67,58,600,Suspicious
74,21,63,346,Suspicious
37,12,23,82,Normal
99,55,62,229,Suspicious
32,92,57,272,Suspicious
5,65,94,66,Normal
23,94,89,506,Suspicious
81,33,92,125,Suspicious
39,31,99,243,Normal
95,57,56,575,Suspicious
75,51,23,55,Normal
26,98,96,139,Suspicious
73,54,70,411,Suspicious
87,62,46,66,Suspicious
8,33,35,105,Normal
11,39,33,168,Normal
54,33,35,407,Suspicious
92,76,46,75,Suspicious
25,48,96,483,Suspicious
94,26,66,536,Suspicious
16,100,80,600,Suspicious
11,21,90,80,Normal
58,16,70,269,Normal
66,57,51,371,Suspicious
96,90,29,539,Malware
79,12,88,376,Suspicious
88,17,58,471,Suspicious
72,47,46,388,Suspicious
70,34,90,330,Suspicious
99,44,37,584,Suspicious
33,26,63,407,Suspicious
98,36,29,326,Suspicious
76,35,71,467,Suspicious
94,13,99,522,Suspicious
25,52,60,495,Suspicious
77,27,66,511,Suspicious
100,84,94,61,Suspicious
77,40,52,543,Suspicious
28,44,67,402,Suspicious
58,94,30,428,Suspicious
29,69,53,129,Normal
78,56,20,197,Suspicious
46,84,57,369,Suspicious
21,52,84,259,Normal
73,81,87,582,Suspicious
68,74,96,400,Suspicious
63,10,29,411,Suspicious
71,79,72,470,Suspicious
40,75,48,202,Normal
70,61,67,78,Normal
27,42,68,543,Suspicious
58,20,60,512,Suspicious
99,79,61,502,Suspicious
54,88,36,349,Suspicious
68,91,99,417,Suspicious
60,68,80,417,Suspicious
69,10,94,239,Normal
27,95,20,110,Suspicious
3,63,86,424,Suspicious
30,73,63,273,Normal
47,39,24,463,Suspicious
37,54,91,232,Normal
26,10,32,485,Suspicious
85,73,42,175,Suspicious
18,38,57,573,Suspicious
25,68,34,577,Suspicious
73,53,30,90,Normal
86,46,84,63,Suspicious
14,21,21,418,Suspicious
45,30,41,536,Suspicious
93,92,22,213,Suspicious
77,36,85,105,Suspicious
72,83,86,544,Suspicious
46,68,33,479,Suspicious
94,31,80,500,Suspicious
100,89,60,60,Suspicious
16,10,85,228,Normal
3,30,69,444,Suspicious
96,76,60,582,Suspicious
14,87,22,461,Suspicious
41,82,47,88,Suspicious
80,25,29,502,Suspicious
7,100,89,520,Suspicious
31,15,68,87,Normal
3,19,81,234,Normal
70,72,78,197,Normal
49,63,93,348,Suspicious
97,47,79,324,Suspicious
51,74,89,460,Suspicious
100,19,94,159,Suspicious
80,34,63,76,Suspicious
53,95,55,500,Suspicious
11,33,42,171,Normal
18,12,96,104,Normal
82,87,46,115,Suspicious
21,83,44,433,Suspicious
9,69,92,367,Suspicious
83,10,54,362,Suspicious
55,46,49,278,Normal
45,48,82,350,Suspicious
84,31,56,553,Suspicious
46,59,29,502,Suspicious
62,69,90,180,Normal
25,52,55,356,Suspicious
87,30,64,72,Suspicious
85,83,73,197,Suspicious
73,37,33,590,Suspicious
61,10,96,156,Normal
47,54,46,59,Normal
58,16,40,306,Suspicious
45,35,32,438,Suspicious
33,62,99,70,Normal
7,14,48,214,Normal
84,42,82,351,Suspicious
56,44,31,134,Normal
73,80,24,290,Suspicious
5,87,100,235,Suspicious
19,46,64,402,Suspicious
33,19,81,81,Normal
32,65,31,358,Suspicious
81,70,29,515,Suspicious
3,48,77,241,Normal
87,60,92,377,Suspicious
29,32,62,177,Normal
61,21,64,67,Normal
81,10,49,265,Suspicious
99,99,92,586,Malware
48,49,36,159,Normal
31,69,55,216,Normal
81,65,89,191,Suspicious
77,85,94,547,Suspicious
44,50,72,312,Suspicious
22,51,51,122,Normal
7,84,24,79,Suspicious
32,100,53,483,Suspicious
16,35,82,537,Suspicious
48,36,30,184,Normal
8,34,59,251,Normal
59,81,75,294,Suspicious
62,40,85,162,Normal
78,27,94,479,Suspicious
15,57,47,334,Suspicious
4,42,90,538,Suspicious
63,80,56,174,Suspicious
13,19,95,110,Normal
78,57,43,339,Suspicious
36,27,38,110,Normal
64,10,31,70,Normal
4,56,71,456,Suspicious
25,22,74,589,Suspicious
39,59,61,98,Normal
39,86,55,516,Suspicious
58,67,88,368,Suspicious
66,32,79,378,Suspicious
4,67,50,591,Suspicious
34,20,88,369,Suspicious
72,49,57,366,Suspicious
71,88,70,512,Suspicious
56,55,34,140,Normal
98,40,64,377,Suspicious
60,30,45,241,Normal
31,15,71,580,Suspicious
43,73,24,447,Suspicious
22,46,58,204,Normal
5,43,26,365,Suspicious
74,41,42,259,Normal
92,77,80,489,Suspicious
36,57,43,451,Suspicious
50,91,79,300,Suspicious
32,45,100,227,Normal
5,66,40,304,Suspicious
82,54,54,93,Suspicious
7,24,38,68,Normal
15,76,31,111,Suspicious
94,60,87,585,Suspicious
29,14,53,315,Suspicious
62,23,84,351,Suspicious
57,75,93,178,Normal
95,15,60,68,Suspicious
36,90,52,452,Suspicious
59,91,54,279,Suspicious
31,64,92,422,Suspicious
3,67,85,490,Suspicious
71,65,36,427,Suspicious
46,100,27,378,Suspicious
7,40,58,335,Suspicious
34,62,100,560,Suspicious
31,17,72,458,Suspicious
34,62,52,468,Suspicious
2,89,99,55,Suspicious
46,53,54,94,Normal
57,67,39,226,Normal
10,27,63,114,Normal
62,91,99,583,Suspicious
100,78,100,335,Suspicious
60,47,50,150,Normal
1,68,97,597,Suspicious
33,55,32,424,Suspicious
9,79,76,330,Suspicious
50,33,93,191,Normal
60,15,72,467,Suspicious
25,11,94,241,Normal
92,32,71,265,Suspicious
13,26,100,412,Suspicious
77,81,32,326,Suspicious
18,32,58,130,Normal
74,83,35,514,Suspicious
24,46,73,419,Suspicious
56,60,26,134,Normal
95,99,53,186,Suspicious
32,42,55,462,Suspicious
61,92,35,237,Suspicious
21,15,50,73,Normal
20,23,94,60,Normal
32,28,74,315,Suspicious
81,38,71,262,Suspicious
66,59,93,259,Normal
90,11,48,598,Suspicious
82,11,88,65,Suspicious
26,27,54,353,Suspicious
90,55,90,207,Suspicious
28,100,60,297,Suspicious
23,80,86,203,Suspicious
7,56,68,503,Suspicious
76,43,34,586,Suspicious
24,90,41,599,Suspicious
14,100,97,83,Suspicious
21,31,37,535,Suspicious
43,74,77,469,Suspicious
66,10,69,127,Normal
68,17,92,127,Normal
50,70,36,324,Suspicious
23,71,91,548,Suspicious
12,52,92,406,Suspicious
32,12,100,503,Suspicious
2,28,83,285,Normal
29,96,20,543,Suspicious
79,44,51,85,Suspicious
75,28,23,59,Normal
87,66,87,231,Suspicious
87,94,85,420,Suspicious
20,13,60,259,Normal
62,83,78,295,Suspicious
93,66,89,537,Suspicious
37,41,65,124,Normal
33,69,51,168,Normal
87,65,55,209,Suspicious
42,34,78,536,Suspicious
80,51,42,351,Suspicious
17,89,53,520,Suspicious
21,53,52,524,Suspicious
57,49,70,196,Normal
43,65,70,179,Normal
78,50,48,225,Suspicious
88,26,47,441,Suspicious
9,63,65,387,Suspicious
38,81,96,559,Suspicious
9,87,91,485,Suspicious
10,55,47,386,Suspicious
80,45,68,545,Suspicious
92,64,27,190,Suspicious
18,40,57,350,Suspicious
68,39,88,457,Suspicious
37,92,57,484,Suspicious
90,71,73,401,Suspicious
47,71,41,176,Normal
69,62,82,243,Normal
37,15,37,127,Normal
29,33,82,424,Suspicious
43,96,31,401,Suspicious
73,10,28,483,Suspicious
84,92,48,559,Suspicious
33,66,46,412,Suspicious
94,96,63,274,Suspicious
82,100,43,171,Suspicious
10,55,35,264,Normal
8,97,85,281,Suspicious
48,21,80,533,Suspicious
64,46,37,142,Normal
93,16,83,325,Suspicious
95,57,70,432,Suspicious
19,79,23,284,Suspicious
2,100,70,393,Suspicious
66,34,35,137,Normal
25,40,48,585,Suspicious
51,15,97,259,Normal
19,61,32,427,Suspicious
83,26,66,596,Suspicious
100,10,56,431,Suspicious
96,17,97,377,Suspicious
81,89,76,571,Suspicious
37,40,37,178,Normal
42,54,98,86,Normal
13,89,35,270,Suspicious
7,42,99,193,Normal
92,15,43,105,Suspicious
61,63,21,385,Suspicious
85,90,37,412,Suspicious
46,94,27,524,Suspicious
58,80,39,377,Suspicious
95,48,32,456,Suspicious
52,90,90,542,Suspicious
28,39,41,86,Normal
9,92,38,261,Suspicious
30,53,34,341,Suspicious
10,39,95,570,Suspicious
16,71,91,170,Normal
5,25,55,393,Suspicious
45,81,30,534,Suspicious
60,27,46,299,Normal
78,41,39,249,Suspicious
44,21,44,111,Normal
6,96,73,164,Suspicious
9,89,97,167,Suspicious
8,19,41,352,Suspicious
77,69,25,237,Suspicious
60,13,85,420,Suspicious
100,51,66,528,Suspicious
26,23,96,93,Normal
72,38,35,431,Suspicious
92,48,36,335,Suspicious
72,57,75,479,Suspicious
100,38,64,509,Suspicious
91,36,46,550,Suspicious
1,71,79,522,Suspicious
16,54,25,421,Suspicious
46,46,31,386,Suspicious
66,19,62,245,Normal
66,34,46,397,Suspicious
45,72,53,574,Suspicious
16,21,20,174,Normal
